S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.0947,0.1407,0.2258,0.2566,0.2637,0.218303,0.43833,0.27839,0.222428,2019,1,0.217532
0.1893,0.22685,0.2725,0.29735,0.31645,0.069088,0.294299,0.162876,0.099283,2019,1,0.089041
0.08125,0.1293,0.24865,0.2835,0.2976,0.089768,0.309616,0.212198,0.143516,2019,1,0.098572
0.1748,0.2026,0.2416,0.2631,0.2844,0.216515,0.269989,0.318238,0.282955,2019,1,0.097853
0.1981,0.2261,0.2825,0.2965,0.3028,0.061951,0.287493,0.159026,0.100781,2019,1,0.020414
0.1043,0.1427,0.2357,0.2643,0.2683,0.244593,0.320479,0.364011,0.333431,2019,1,0.077166
0.3115,0.3381,0.3402,0.3491,0.3567,0.192755,0.268091,0.30336,0.266084,2019,1,0.132652
0.25065,0.2748,0.2847,0.2939,0.3115,0.067946,0.361715,0.13407,0.076141,2019,1,0.071209
0.1387,0.1723,0.2285,0.2555,0.273,0.159274,0.267913,0.31645,0.254328,2019,1,0.08213
0.22775,0.2502,0.25995,0.26795,0.2796,0.233565,0.317811,0.342245,0.305753,2019,1,0.150543
0.0999,0.1508,0.2716,0.3133,0.3164,0.177685,0.27718,0.210341,0.175719,2019,1,0.122324
0.25395,0.27885,0.29505,0.3073,0.3244,0.229619,0.310538,0.351664,0.306,2019,1,0.099365
0.1176,0.1656,0.2737,0.3067,0.3122,0.139158,0.257023,0.305216,0.246435,2019,1,0.042319
0.2523,0.269,0.269,0.2766,0.2873,0.279463,0.336236,0.385833,0.357136,2019,1,0.067218
0.09765,0.13625,0.2271,0.2515,0.26825,0.057923,0.386424,0.152811,0.085381,2019,1,0.117963
0.2959,0.31515,0.32025,0.3284,0.3446,0.097014,0.245583,0.254795,0.158531,2019,1,0.022333
0.28335,0.30675,0.31575,0.32655,0.3419,0.230251,0.273303,0.352076,0.326818,2019,1,0.058629
0.2702,0.29265,0.30205,0.3141,0.3299,0.175018,0.201748,0.289459,0.245459,2019,1,0.054255
0.0482,0.1219,0.3553,0.4225,0.4451,0.224078,0.315488,0.3522,0.32019,2019,1,0.101646
0.2285,0.2557,0.2701,0.2862,0.3071,0.124514,0.282735,0.257339,0.202985,2019,1,0.095161
0.2422,0.2654,0.2941,0.3076,0.3242,0.168679,0.278404,0.268325,0.238735,2019,1,0.075974
0.269,0.2867,0.2881,0.2947,0.3062,0.235779,0.268078,0.413484,0.363393,2019,1,0.0815
0.26115,0.2831,0.2872,0.29555,0.3085,0.206051,0.294368,0.304158,0.269989,2019,1,0.204651
0.35255,0.36445,0.355,0.35935,0.3712,0.280233,0.400091,0.332153,0.283698,2019,1,0.133595
0.0972,0.1401,0.2905,0.334,0.3427,0.092449,0.331121,0.166548,0.111369,2019,1,0.099941
0.32565,0.34735,0.3509,0.3576,0.371,0.126453,0.20557,0.195931,0.148343,2019,1,0.126217
0.2183,0.2386,0.249,0.261,0.2765,0.171209,0.305093,0.330131,0.279366,2019,1,0.062238
0.23165,0.2518,0.25655,0.2654,0.27635,0.21756,0.255139,0.316409,0.276946,2019,1,0.08476
0.263,0.2832,0.2868,0.2983,0.306,0.205061,0.288661,0.349739,0.311844,2019,1,0.034695
0.1351,0.1669,0.2002,0.2202,0.2399,0.284358,0.33218,0.402924,0.377981,2019,1,0.188217
0.0365,0.08905,0.3136,0.40195,0.4154,0.050814,0.340691,0.164169,0.093329,2019,1,0.095503
0.23185,0.2508,0.2581,0.26585,0.279,0.228436,0.295014,0.355789,0.317399,2019,1,0.089518
0.0665,0.1243,0.2945,0.3415,0.3554,0.195986,0.269783,0.294959,0.26376,2019,1,0.067858
0.2613,0.2835,0.2924,0.3041,0.3122,0.352434,0.470959,0.409304,0.368494,2019,1,0.073792
0.1518,0.1966,0.2931,0.3245,0.3406,0.067548,0.340499,0.156455,0.098746,2019,1,0.096779
0.2393,0.2626,0.2822,0.29,0.2991,0.274375,0.345944,0.417293,0.365579,2019,1,0.086678
0.0792,0.1308,0.2648,0.3015,0.318,0.076898,0.328454,0.21151,0.137411,2019,1,0.218537
0.17495,0.20275,0.2291,0.24745,0.2653,0.209338,0.296361,0.340224,0.305148,2019,1,0.102609
0.1839,0.2132,0.2383,0.2556,0.2781,0.217739,0.268325,0.345064,0.315543,2019,1,0.074146
