S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.15905,0.18835,0.20695,0.22415,0.23885,0.145964,0.235834,0.269879,0.193058,2019,1,0.097067
0.10815,0.14365,0.19275,0.21555,0.22695,0.105772,0.235875,0.197458,0.125958,2019,1,0.065675
0.02405,0.02055,0.01715,0.01755,0.0166,0.00328,-0.00155,0.007625,0.007543,2019,1,0.200363
0.1181,0.1477,0.1745,0.1888,0.1992,0.116113,0.22482,0.265314,0.207564,2019,1,0.101956
0.1159,0.149,0.183,0.1992,0.2091,0.114531,0.184684,0.193099,0.145084,2019,1,0.079018
0.0771,0.11075,0.1624,0.1847,0.201,0.07214,0.221231,0.224903,0.140766,2019,1,0.208407
0.1235,0.1622,0.2279,0.254,0.2661,0.118175,0.234308,0.269535,0.224297,2019,1,0.093113
0.0569,0.092,0.1806,0.2208,0.2318,0.059064,0.205103,0.12703,0.073515,2019,1,0.19244
0.11455,0.14595,0.19945,0.2191,0.22935,0.121695,0.221712,0.22009,0.163261,2019,1,0.171852
0.1808,0.2153,0.243,0.2589,0.2713,0.159989,0.271886,0.357219,0.287809,2019,1,0.178772
0.1198,0.1421,0.1816,0.1975,0.2059,0.362911,0.433229,0.386149,0.315529,2019,1,0.184107
0.08985,0.12365,0.18955,0.21565,0.2226,0.097247,0.22306,0.187805,0.122864,2019,1,0.178597
0.10105,0.12245,0.13885,0.15325,0.1687,0.086124,0.166685,0.247109,0.175403,2019,1,0.167012
0.109,0.1402,0.20305,0.22385,0.23215,0.112579,0.2026,0.211139,0.157046,2019,1,0.114169
0.1502,0.1793,0.2026,0.21475,0.21715,0.140477,0.212225,0.219279,0.162436,2019,1,0.174968
0.15765,0.1871,0.2267,0.25195,0.2649,0.138168,0.243328,0.243561,0.173629,2019,1,0.197692
0.11455,0.14175,0.18335,0.2007,0.2069,0.1212,0.206794,0.209681,0.154255,2019,1,0.052998
0.0822,0.1277,0.2497,0.2872,0.2982,0.0695,0.308695,0.167125,0.096725,2019,1,0.090491
0.1042,0.1436,0.2127,0.2403,0.2584,0.075,0.19776,0.162835,0.109485,2019,1,0.163724
0.0926,0.129,0.22395,0.25165,0.2617,0.083374,0.260213,0.168858,0.107038,2019,1,0.097467
0.11125,0.1108,0.0704,0.07165,0.06365,0.054856,0.000667,0.003679,0.00438,2019,1,0.17742
0.1297,0.1608,0.1842,0.206,0.22625,0.12032,0.235215,0.273358,0.176805,2019,1,0.11125
0.09925,0.14415,0.2206,0.2477,0.25855,0.096973,0.271708,0.182717,0.116057,2019,1,0.193517
0.061,0.09345,0.15495,0.1754,0.19085,0.049232,0.200716,0.181673,0.105979,2019,1,0.191319
0.0673,0.1117,0.18325,0.21015,0.22665,0.068524,2.24E-01,0.176104,0.101139,2019,1,0.047917
0.13705,0.16245,0.1869,0.20005,0.20575,0.120238,0.200689,0.193058,0.148219,2019,1,0.196462
0.12105,0.1616,0.22615,0.2509,0.2658,0.104659,2.57E-01,0.232011,0.150914,2019,1,0.195411
0.0261,0.0203,0.01805,0.01845,0.01715,0.00141,-0.00116,0.007983,0.0079,2019,1,0.119651
0.1056,0.1447,0.1953,0.2206,0.2439,0.104576,0.278858,0.252499,0.156813,2019,1,0.179707
0.09775,0.12025,0.1499,0.1652,0.17605,0.089135,0.167854,0.191779,0.146046,2019,1,0.189163
0.0853,0.1189,0.1698,0.191,0.2098,0.081628,0.208609,0.217271,0.137782,2019,1,0.116913
0.0351,0.02955,0.02765,0.0286,0.02645,0.002001,-0.00054,0.007941,0.007625,2019,1,0.098448
0.0975,0.1294,0.1718,0.1908,0.2076,0.116924,0.225081,0.248374,0.178922,2019,1,0.128304
0.101,0.1294,0.1741,0.1892,0.1905,0.082755,0.156153,0.136765,0.103545,2019,1,0.17944
0.0714,0.1027,0.16695,0.18945,0.1977,0.06334,0.212225,0.146445,0.089465,2019,1,0.175107
0.0703,0.1085,0.2061,0.2323,0.2413,0.121461,0.26827,0.230375,0.162024,2019,1,0.108608
0.0606,0.10855,0.2422,0.28495,0.29115,0.053742,0.297475,0.177575,0.100988,2019,1,0.135158
0.1223,0.1472,0.1699,0.1853,0.1992,0.12021,0.204003,0.224779,0.163949,2019,1,0.223399
